unicode,sample,keywords,k_keywords
\U0002702,✂,"cutting , scissors , tool","가위, 도구"
\U0001F5C3,🗃,"box , card , file","상자, 카드, 파일"
\U0001F5C4,🗄,"cabinet , file , filing","캐비닛, 파일, 정리"
\U0001F5D1,🗑,wastebasket,"휴지통, 화난, 슬픈"
\U0001F512,🔒,"closed , locked","닫힌, 잠금"
\U0001F513,🔓,"lock , open , unlock , unlocked","자물쇠, 열림, 잠금 해제, 잠금 해제됨"
\U0001F50F,🔏,"ink , lock , locked with pen , nib , pen , privacy","잉크, 자물쇠, 펜, 써클"
\U0001F510,🔐,"closed , key , lock , locked with key , secure","닫힌, 열쇠, 자물쇠, 열쇠로 잠금, 안전한"
\U0001F511,🔑,"key , lock , password","열쇠, 자물쇠, 비밀번호"
\U0001F5DD,🗝,"clue , key , lock , old","단서, 열쇠, 자물쇠, 옛날"
\U0001F528,🔨,"hammer , tool","망치, 도구, 화난, 슬픈"
\U0001FA93,🪓,"axe , chop , hatchet , split , wood","도끼, 찍기, 손도끼, 나무 가위, 화난, 슬픈"
\U00026CF,⛏,"mining , pick , tool","채굴, 고정용 도끼, 도구, 화난, 슬픈"
\U0002692,⚒,"hammer , hammer and pick , pick , tool","망치, 망치와 고를, 고를, 도구, 화난, 슬픈"
\U0001F6E0,🛠,"hammer , hammer and wrench , spanner , tool , wrench","망치, 망치와 렌치, 스패너, 도구, 렌치, 화난, 슬픈"
\U0001F5E1,🗡,"dagger , knife , weapon","단검, 나이프, 무기, 화난, 슬픈"
\U0002694,⚔,"crossed , swords , weapon","교차하는, 검, 활, 활과 화살, 사수자리, 동물 성, 화난, 슬픈"
\U0001F4A3,💣,"bomb , comic","폭탄, 만화, 화난, 슬픈"
\U0001FA83,🪃,"australia , boomerang , rebound , repercussion","호주, 부메랑, 반동, 영향"
\U0001F3F9,🏹,"archer , arrow , bow , bow and arrow , Sagittarius , zodiac","궁수, 화살, 활, 활과 화살, 궁수 자리, 동물 성"
\U0001F6E1,🛡,"shield , weapon","방패, 무기"
\U0001FA9A,🪚,"carpenter , carpentry saw , lumber , saw , tool","목수, 목공 톱, 목재, 톱, 도구"
\U0001F527,🔧,"spanner , tool , wrench","스패너, 도구, 렌치"
\U0001FA9B,🪛,"screw , screwdriver , tool","나사, 스크류드라이버, 도구"
\U0001F529,🔩,"bolt , nut , nut and bolt , tool","볼트, 너트, 너트와 볼트, 도구"
\U0002699,⚙,"cog , cogwheel , gear , tool","톱니바퀴, 톱니바퀴, 기어, 도구"
\U0001F5DC,🗜,"clamp , compress , tool , vice","집게, 압축, 도구, 바이스"
\U0002696,⚖,"balance , justice , Libra , scale , zodiac","균형, 정의, 천칭 자리, 저울, 동물 성"
\U0001F9AF,🦯,"accessibility , blind , white cane","접근성, 시각 장애인, 백 지팡이"
\U0001F517,🔗,link,링크
\U00026D3,⛓,"chain , chains","사슬, 체인"
\U0001FA9D,🪝,"catch , crook , curve , ensnare , hook , selling point","걸림, 악당, 곡선, 올가미, 훅, 매력 포인트"
\U0001F9F0,🧰,"chest , mechanic , tool , toolbox","가슴, 정비사, 도구, 공구상자"
\U0001F9F2,🧲,"attraction , horseshoe , magnet , magnetic","매력, 압정, 자석, 자기"
\U0001FA9C,🪜,"climb , ladder , rung , step","오르다, 사다리, 사다리 둥근, 단계"
\U0001F9EA,🧪,"chemist , chemistry , experiment , lab , science , test tube","화학자, 화학, 실험, 실험실, 과학, 시험관"
\U0001F9EB,🧫,"bacteria , biologist , biology , culture , lab , petri dish","세균, 생물학자, 생물학, 배양, 실험실, 페트리 접시"
\U0001F9EC,🧬,"biologist , dna , evolution , gene , genetics , life","생물학자, DNA, 진화, 유전자, 유전학, 생명"
\U0001F52C,🔬,"microscope , science , tool","현미경, 과학, 도구"
\U0001F52D,🔭,"science , telescope , tool","과학, 망원경, 도구"
\U0001F4E1,📡,"antenna , dish , satellite","안테나, 위성"
\U0001F489,💉,"medicine , needle , shot , sick , syringe","의학, 바늘, 주사, 아픈, 주사기, 약, 삼"
\U0001FA78,🩸,"bleed , blood donation , drop of blood , injury , medicine , menstruation","피가 나다, 헌혈, 한 방울의 피, 부상, 의학, 생리, 약, 삼"
\U0001F48A,💊,"doctor , medicine , pill , sick","의사, 의학, 알약, 아픈, 약, 삼"
\U0001FA79,🩹,"adhesive bandage , bandage","반창고, 붕대, 약, 삼"
\U0001FA7C,🩼,"cane , crutch , disability , hurt , mobility aid , stick","지팡이, 목발, 장애, 다치다, 보행 보조기, 막대기"
\U0001FA7A,🩺,"doctor , heart , medicine , stethoscope","의사, 심장, 의학, 청진기"
\U0001FA7B,🩻,"bones , doctor , medical , skeleton , x-ray","뼈, 의사, 의료, 해골, 엑스레이"
\U0001F6AA,🚪,door,문
\U0001F6D7,🛗,"accessibility , elevator , hoist , lift","접근성, 엘리베이터, 장비, 리프트"
\U0001FA9E,🪞,"mirror , reflection , reflector , speculum","거울, 반사, 반사기, 견고한, 전망, 창문"
\U0001FA9F,🪟,"frame , fresh air , opening , transparent , view , window","액자, 상쾌한 공기, 개방, 투명, 전망, 창문"
\U0001F6CF,🛏,"bed , hotel , sleep","침대, 호텔, 수면"
\U0001F6CB,🛋,"couch , couch and lamp , hotel , lamp","소파, 소파와 램프, 호텔, 램프"
\U0001FA91,🪑,"chair , seat , sit","의자, 좌석, 앉다"
\U0001F6BD,🚽,toilet,화장실
\U0001FAA0,🪠,"force cup , plumber , plunger , suction , toilet","포스컵, 배관공, 배수관, 흡입, 화장실"
\U0001F6BF,🚿,"shower , water","샤워, 물"
\U0001F6C1,🛁,"bath , bathtub","목욕, 욕조"
\U0001FAA4,🪤,"bait , mouse trap , mousetrap , snare , trap","미끼, 쥐덫, 덫, 함정"
\U0001FA92,🪒,"razor , sharp , shave","면도기, 날카로운, 면도"
\U0001F9F4,🧴,"lotion , lotion bottle , moisturizer , shampoo , sunscreen","로션, 로션 병, 보습제, 샴푸, 선크림"
\U0001F9F7,🧷,"diaper , punk rock , safety pin","기저귀, 펑크 록, 안전핀"
\U0001F9F9,🧹,"broom , cleaning , sweeping , witch","빗자루, 청소, 쓸다, 마녀"
\U0001F9FA,🧺,"basket , farming , laundry , picnic","바구니, 농사, 세탁, 소풍"
\U0001F9FB,🧻,"paper towels , roll of paper , toilet paper","휴지, 종이롤, 화장지"
\U0001FAA3,🪣,"bucket , cask , pail , vat","양동이, 술잔, 통, 대야"
\U0001F9FC,🧼,"bar , bathing , cleaning , lather , soap , soapdish","바, 목욕, 청소, 거품, 비누, 비누통"
\U0001FAE7,🫧,"bubbles , burp , clean , soap , underwater","거품, 트림, 청소, 비누, 수중"
\U0001FAA5,🪥,"bathroom , brush , clean , dental , hygiene , teeth , toothbrush","화장실, 칫솔, 청소, 치아, 위생, 이빨, 칫솔"
\U0001F9FD,🧽,"absorbing , cleaning , porous , sponge","흡수, 청소, 다공성, 스펀지"
\U0001F9EF,🧯,"extinguish , fire , fire extinguisher , quench","소화, 불, 소화기, 끄다"
\U0001F6D2,🛒,"cart , shopping , trolley","카트, 쇼핑, 트롤리"
\U0001F6AC,🚬,"cigarette , smoking","담배, 흡연, 화난"
\U00026B0,⚰,"coffin , death","관, 사망, 슬픈, 놀라운"
\U0001FAA6,🪦,"cemetery , grave , graveyard , headstone , tombstone","묘지, 무덤, 묘비, 무덤돌, 남김돌, 슬픈"
\U00026B1,⚱,"ashes , death , funeral , urn","잔여물, 사망, 장례, 우르네"
\U0001F9FF,🧿,"bead , charm , evil-eye , nazar , nazar amulet , talisman","구슬, 부적, 사안, 나자르, 나자르 부적, 부적"
\U0001FAAC,🪬,"amulet , Fatima , hamsa , hand , Mary , Miriam , protection","부적, 패티마, 함사, 손, 마리아, 미리암, 보호"
\U0001F5FF,🗿,"face , moai , moyai , statue","얼굴, 모아이, 모야이, 동상"
\U0001FAA7,🪧,"demonstration , picket , placard , protest , sign","시위, 촛불시위, 피켓, 시위, 표지판"
\U0001FAAA,🪪,"credentials , ID , identification card , license , security","자격증, 신분증, 신분증, 면허증, 보안"
\U0001F3E7,🏧,"ATM , ATM sign , automated , bank , teller","ATM, ATM 표지, 자동화, 은행, 텔러"
\U0001F6AE,🚮,"litter , litter bin , litter in bin sign","쓰레기, 쓰레기통, 쓰레기통 안에 쓰레기 표시"
\U0001F6B0,🚰,"drinking , potable , water","음용, 식수, 물"
\U000267F,♿,"access , wheelchair symbol","출입, 휠체어 심볼"
\U0001F6B9,🚹,"bathroom , lavatory , man , men’s room , restroom , toilet , WC","화장실, 화장실, 남자, 남자 화장실, 화장실, 변기, 화장실"
\U0001F6BA,🚺,"bathroom , lavatory , restroom , toilet , WC , woman , women’s room","화장실, 화장실, 여자, 여자 화장실, 화장실"
\U0001F6BB,🚻,"bathroom , lavatory , restroom , toilet , WC","화장실, 화장실, 변기"
\U0001F6BC,🚼,"baby , baby symbol , changing","아기, 아기 심볼, 기저귀 교체"
\U0001F6BE,🚾,"bathroom , closet , lavatory , restroom , toilet , water , WC","화장실, 찬장, 화장실, 변기, 물, 화장실"
\U0001F6C2,🛂,"control , passport","통제, 여권"
\U0001F6C3,🛃,customs,세관
\U0001F6C4,🛄,"baggage , claim",수하물
\U0001F6C5,🛅,"baggage , left luggage , locker , luggage","수하물, 수하물 수취, 수하물 보관소, 사물함, 수하물"
\U00026A0,⚠,warning,경고
\U0001F6B8,🚸,"child , children crossing , crossing , pedestrian , traffic","어린이, 어린이 횡단보도, 횡단, 보행자, 교통"
\U00026D4,⛔,"entry , forbidden , no , not , prohibited , traffic","입장, 금지, 아니오, 통행금지, 교통"
\U0001F6AB,🚫,"entry , forbidden , no , not , prohibited","입장, 금지, 아니오, 통행금지"
\U0001F6B3,🚳,"bicycle , bike , forbidden , no , no bicycles , prohibited","자전거, 자전거, 금지, 아니오, 자전거 금지, 통행금지"
\U0001F6AD,🚭,"forbidden , no , not , prohibited , smoking","금지, 아니오, 통행금지, 흡연"
\U0001F6AF,🚯,"forbidden , litter , no , no littering , not , prohibited","금지, 쓰레기, 아니오, 쓰레기 투기 금지, 통행금지"
\U0001F6B1,🚱,"non-drinking , non-potable , water","금지된, 마시지 않는, 물"
\U0001F6B7,🚷,"forbidden , no , no pedestrians , not , pedestrian , prohibited","금지, 아니오, 보행자 금지, 아니오, 보행자, 통행금지"
\U0001F4F5,📵,"cell , forbidden , mobile , no , no mobile phones , phone","휴대전화, 금지, 휴대전화, 아니오, 휴대전화 금지, 전화"
\U0001F51E,🔞,"18 , age restriction , eighteen , no one under eighteen , prohibited , underage","18, 연령 제한, 열여덟, 십팔세 미만 금지, 통행금지, 미성년자"
\U0002622,☢,"radioactive , sign","방사능, 표지"
\U0002623,☣,"biohazard , sign","생화학적 위험, 표지"
\U0002B06,⬆,"arrow , cardinal , direction , north , up arrow","화살표, 기본, 방향, 북, 위쪽 화살표"
\U0002197,↗,"arrow , direction , intercardinal , northeast , up-right arrow","화살표, 방향, 중간, 북동, 오른쪽 위쪽 화살표"
\U00027A1,➡,"arrow , cardinal , direction , east , right arrow","화살표, 기본, 방향, 동, 오른쪽 화살표"
\U0002198,↘,"arrow , direction , down-right arrow , intercardinal , southeast","화살표, 방향, 오른쪽 아래쪽 화살표, 중간, 남동"
\U0002B07,⬇,"arrow , cardinal , direction , down , south","화살표, 기본, 방향, 아래, 남쪽"
\U0002199,↙,"arrow , direction , down-left arrow , intercardinal , southwest","화살표, 방향, 왼쪽 아래쪽 화살표, 중간, 남서"
\U0002B05,⬅,"arrow , cardinal , direction , left arrow , west","화살표, 기본, 방향, 왼쪽 화살표, 서쪽"
\U0002196,↖,"arrow , direction , intercardinal , northwest , up-left arrow","화살표, 방향, 중간, 북서, 왼쪽 위쪽 화살표"
\U0002195,↕,"arrow , up-down arrow","화살표, 위아래 화살표"
\U0002194,↔,"arrow , left-right arrow","화살표, 좌우 화살표"
\U00021A9,↩,"arrow , right arrow curving left","화살표, 오른쪽으로 꺾이는 왼쪽 화살표"
\U00021AA,↪,"arrow , left arrow curving right","화살표, 왼쪽으로 꺾이는 오른쪽 화살표"
\U0002934,⤴,"arrow , right arrow curving up","화살표, 오른쪽으로 꺾이는 위쪽 화살표"
\U0002935,⤵,"arrow , down , right arrow curving down","화살표, 아래, 오른쪽으로 꺾이는 아래쪽 화살표"
\U0001F503,🔃,"arrow , clockwise , clockwise vertical arrows , reload","화살표, 시계 방향, 시계 방향 수직 화살표, 다시 불러오기"
\U0001F504,🔄,"anticlockwise , arrow , counterclockwise , counterclockwise arrows button , withershins","반시계 방향, 화살표, 반시계 방향, 반시계 방향 화살표 버튼, 반시계 방향"
\U0001F519,🔙,"arrow , BACK","화살표, 뒤로"
\U0001F51A,🔚,"arrow , END","화살표, 끝"
\U0001F51B,🔛,"arrow , mark , ON , ON!","화살표, 표시, 켜짐, 켜!"
\U0001F51C,🔜,"arrow , SOON","화살표, 곧"
\U0001F51D,🔝,"arrow , TOP , up","화살표, 맨 위, 위"
\U0001F6D0,🛐,"place of worship , religion , worship","종교, 신앙, 숭배의 장소"
\U000269B,⚛,"atheist , atom , atom symbol","무신론자, 원자, 원자 심볼"
\U0001F549,🕉,"Hindu , om , religion","힌두교, 오움, 종교"
\U0002721,✡,"David , Jew , Jewish , religion , star , star of David","다윗, 유대인, 유대교, 종교, 별, 다윗의 별"
\U0002638,☸,"Buddhist , dharma , religion , wheel , wheel of dharma","불교, 달마, 종교, 바퀴, 달마의 바퀴"
\U000262F,☯,"religion , tao , taoist , yang , yin","종교, 도, 도교, 양, 음"
\U000271D,✝,"Christian , cross , latin cross , religion","기독교, 십자가, 라틴 십자가, 종교"
\U0002626,☦,"Christian , cross , orthodox cross , religion","기독교, 십자가, 동방 정교회 십자가, 종교"
\U000262A,☪,"islam , Muslim , religion , star and crescent","이슬람, 무슬림, 종교, 별과 초승달"
\U000262E,☮,"peace , peace symbol","평화, 평화 심볼"
\U0001F54E,🕎,"candelabrum , candlestick , menorah , religion","촛대, 촛대, 메노라, 종교"
\U0001F52F,🔯,"dotted six-pointed star , fortune , star","점선이 있는 육각 별, 운, 별"
\U0001FAAF,🪯,"khanda , religion , Sikh","캔다, 종교, 시크"
\U0002648,♈,"Aries , ram , zodiac","양자리, 양, 황소자리, 별자리"
\U0002649,♉,"bull , ox , Taurus , zodiac","황소, 소, 황소자리, 별자리"
\U000264A,♊,"Gemini , twins , zodiac","쌍둥이자리, 쌍둥이, 별자리"
\U000264B,♋,"Cancer , crab , zodiac","게자리, 게, 게자리"
\U000264C,♌,"Leo , lion , zodiac","사자자리, 사자, 사자자리"
\U000264D,♍,"Virgo , zodiac","처녀자리, 별자리"
\U000264E,♎,"balance , justice , Libra , scales , zodiac","균형, 정의, 천칭자리, 저울, 별자리"
\U000264F,♏,"Scorpio , scorpion , scorpius , zodiac","전갈자리, 전갈, 전갈자리, 별자리"
\U0002650,♐,"archer , Sagittarius , zodiac","궁수자리, 사수, 궁수자리, 별자리"
\U0002651,♑,"Capricorn , goat , zodiac","염소자리, 염소, 염소자리"
\U0002652,♒,"Aquarius , bearer , water , zodiac","물병자리, 운반자, 물, 별자리"
\U0002653,♓,"fish , Pisces , zodiac","물고기, 물고기자리, 별자리"
\U00026CE,⛎,"bearer , Ophiuchus , serpent , snake , zodiac","운반자, 오피우쿠스, 뱀, 뱀, 별자리"
\U0001F500,🔀,"arrow , crossed , shuffle tracks button","화살표, 교차, 트랙 전환 버튼"
\U0001F501,🔁,"arrow , clockwise , repeat , repeat button","화살표, 시계 방향, 반복, 반복 버튼"
\U0001F502,🔂,"arrow , clockwise , once , repeat single button","화살표, 시계 방향, 한 번, 단일 반복 버튼"
\U00025B6,▶,"arrow , play , play button , right , triangle","화살표, 재생, 재생 버튼, 오른쪽, 삼각형"
\U00023E9,⏩,"arrow , double , fast , fast-forward button , forward","화살표, 두 배, 빠른, 빨리 앞으로 버튼, 앞으로"
\U00023ED,⏭,"arrow , next scene , next track , next track button , triangle","화살표, 다음 장면, 다음 트랙, 다음 트랙 버튼, 삼각형"
\U00023EF,⏯,"arrow , pause , play , play or pause button , right , triangle","화살표, 일시 정지, 재생, 재생 또는 일시 정지 버튼, 오른쪽, 삼각형"
\U00025C0,◀,"arrow , left , reverse , reverse button , triangle","화살표, 왼쪽, 되돌리기, 되돌리기 버튼, 삼각형"
\U00023EA,⏪,"arrow , double , fast reverse button , rewind","화살표, 두 배, 빠른 역방향 버튼, 되감기"
\U00023EE,⏮,"arrow , last track button , previous scene , previous track , triangle","화살표, 마지막 트랙 버튼, 이전 장면, 이전 트랙, 삼각형"
\U0001F53C,🔼,"arrow , button , upwards button","화살표, 버튼, 위로 버튼"
\U00023EB,⏫,"arrow , double , fast up button","화살표, 두 배, 위로 빠른 버튼"
\U0001F53D,🔽,"arrow , button , down , downwards button","화살표, 버튼, 아래, 아래 버튼"
\U00023EC,⏬,"arrow , double , down , fast down button","화살표, 두 배, 아래, 아래로 빠른 버튼"
\U00023F8,⏸,"bar , double , pause , pause button , vertical","막대, 두 배, 일시 정지, 일시 정지 버튼, 수직"
\U00023F9,⏹,"square , stop , stop button","사각형, 정지, 정지 버튼"
\U00023FA,⏺,"circle , record , record button","원, 녹음, 녹음 버튼"
\U00023CF,⏏,"eject , eject button","추출, 추출 버튼"
\U0001F3A6,🎦,"camera , cinema , film , movie","카메라, 시네마, 영화, 영화"
\U0001F505,🔅,"brightness , dim , dim button , low","밝기, 어둡게, 어둡게 버튼, 낮은"
\U0001F506,🔆,"bright , bright button , brightness","밝게, 밝게 버튼, 밝기"
\U0001F4F6,📶,"antenna , antenna bars , bar , cell , mobile , phone","안테나, 안테나 바, 바, 휴대전화"
\U0001F6DC,🛜,"computer , internet , network , wireless","컴퓨터, 인터넷, 네트워크, 무선"
\U0001F4F3,📳,"cell , mobile , mode , phone , telephone , vibration","휴대전화, 모드, 전화, 전화기, 진동"
\U0001F4F4,📴,"cell , mobile , off , phone , telephone","휴대전화, 끄기, 전화, 전화기"
\U0002640,♀,"female sign , woman","여성 기호, 여성"
\U0002642,♂,"male sign , man","남성 기호, 남성"
\U00026A7,⚧,"transgender , transgender symbol","트랜스젠더, 트랜스젠더 심볼"
\U0002716,✖,"× , cancel , multiplication , multiply , sign , x","취소, 곱셈, 곱하기, 기호"
\U0002795,➕,"000 , math , plus , sign","000, 수학, 더하기, 기호"
\U0002796,➖,"- , − , math , minus , sign","수학, 빼기, 기호"
\U0002797,➗,"÷ , divide , division , math , sign","나누기, 나눗셈, 수학, 기호"
\U0001F7F0,🟰,"equality , heavy equals sign , math","동등, 두꺼운 등호 기호, 수학"
\U000267E,♾,"forever , infinity , unbounded , universal","영원, 무한, 무제한, 범용"
\U000203C,‼,"! , !! , bangbang , double exclamation mark , exclamation , mark","뱅뱅, 이중 느낌표, 느낌표, 표시, 놀라운"
\U0002049,⁉,"! , !? , ? , exclamation , interrobang , mark , punctuation , question","느낌표, 인터로뱅, 기호, 문장부호, 물음표"
\U0002753,❓,"? , mark , punctuation , question , red question mark","기호, 문장부호, 물음표, 빨간색 물음표"
\U0002754,❔,"? , mark , outlined , punctuation , question , white question mark","기호, 외곽선, 문장부호, 물음표, 흰색 물음표"
\U0002755,❕,"! , exclamation , mark , outlined , punctuation , white exclamation mark","느낌표, 기호, 외곽선, 문장부호, 흰색 느낌표, 놀라운"
\U0002757,❗,"! , exclamation , mark , punctuation , red exclamation mark","느낌표, 기호, 문장부호, 빨간색 느낌표, 놀라운"
\U0003030,〰,"dash , punctuation , wavy","대시, 문장부호, 물결"
\U0001F4B1,💱,"bank , currency , exchange , money","은행, 통화, 환전, 돈"
\U0001F4B2,💲,"currency , dollar , heavy dollar sign , money","화폐, 달러, 두꺼운 달러 기호, 돈"
\U0002695,⚕,"aesculapius , medical symbol , medicine , staff","애스큘라피우스, 의료 심볼, 의학, 지팡이"
\U000267B,♻,"recycle , recycling symbol","재활용, 재활용 심볼"
\U000269C,⚜,fleur-de-lis,플뤼르 드 리
\U0001F531,🔱,"anchor , emblem , ship , tool , trident","닻, 상징, 배, 도구, 삼지창"
\U0001F4DB,📛,"badge , name","배지, 이름"
\U0001F530,🔰,"beginner , chevron , Japanese , Japanese symbol for beginner , leaf","초보자, 화살표, 일본어, 일본어 초보자 심볼, 잎"
\U0002B55,⭕,"circle , hollow red circle , large , o , red","원, 빈 빨간색 원, 큰, o, 빨간색"
\U0002705,✅,"✓ , button , check , mark","버튼, 확인, 표시"
\U0002611,☑,"✓ , box , check , check box with check","박스, 확인, 확인 표시가 있는 체크 박스"
\U0002714,✔,"✓ , check , mark","확인, 표시"
\U000274C,❌,"× , cancel , cross , mark , multiplication , multiply , x","취소, 가로선, 표시, 곱셈, 곱하기"
\U000274E,❎,"× , cross mark button , mark , square , x","가로선 기호 버튼, 표시, 사각형"
\U00027B0,➰,"curl , curly loop , loop","곡선, 곡선 루프, 루프"
\U00027BF,➿,"curl , double , double curly loop , loop","곡선, 이중, 이중 곡선 루프, 루프"
\U000303D,〽,"mark , part , part alternation mark","마크, 부분, 부분 교대 마크"
\U0002733,✳,"* , asterisk , eight-spoked asterisk","별표, 팔빗질 별표"
\U0002734,✴,"* , eight-pointed star , star","팔꼭지 별, 별표"
\U0002747,❇,"* , sparkle",반짝임
\U00000A9,©,"C , copyright","C, 저작권"
\U00000AE,®,"R , registered","R, 등록 상표"
\U0002122,™,"mark , TM , trade mark , trademark","마크, TM, 상표, 상표"
\U0000023 \U000FE0F \U00020E3,#️⃣,keycap,키캡
\U000002A \U000FE0F \U00020E3,*️⃣,keycap,키캡
\U0000030 \U000FE0F \U00020E3,0️⃣,keycap,키캡
\U0000031 \U000FE0F \U00020E3,1️⃣,keycap,키캡
\U0000032 \U000FE0F \U00020E3,2️⃣,keycap,키캡
\U0000033 \U000FE0F \U00020E3,3️⃣,keycap,키캡
\U0000034 \U000FE0F \U00020E3,4️⃣,keycap,키캡
\U0000035 \U000FE0F \U00020E3,5️⃣,keycap,키캡
\U0000036 \U000FE0F \U00020E3,6️⃣,keycap,키캡
\U0000037 \U000FE0F \U00020E3,7️⃣,keycap,키캡
\U0000038 \U000FE0F \U00020E3,8️⃣,keycap,키캡
\U0000039 \U000FE0F \U00020E3,9️⃣,keycap,키캡
\U0001F51F,🔟,keycap,키캡
\U0001F520,🔠,"ABCD , input , latin , letters , uppercase","ABCD, 입력, 라틴 문자, 대문자"
\U0001F521,🔡,"abcd , input , latin , letters , lowercase","abcd, 입력, 라틴 문자, 소문자"
\U0001F522,🔢,"1234 , input , numbers","1234, 입력, 숫자"
\U0001F523,🔣,"〒♪&% , input , input symbols","입력, 입력 기호"
\U0001F524,🔤,"abc , alphabet , input , latin , letters","abc, 알파벳, 입력, 라틴 문자"
\U0001F170,🅰,"A , A button (blood type) , blood type","A, A 버튼, 혈액형"
\U0001F18E,🆎,"AB , AB button (blood type) , blood type","AB, AB 버튼, 혈액형"
\U0001F171,🅱,"B , B button (blood type) , blood type","B, B 버튼, 혈액형"
\U0001F191,🆑,"CL , CL button","CL, CL 버튼"
\U0001F192,🆒,"COOL , COOL button","COOL, COOL 버튼"
\U0001F193,🆓,"FREE , FREE button","무료, 무료 버튼"
\U0002139,ℹ,"i , information","i, 정보"
\U0001F194,🆔,"ID , ID button , identity","ID, ID 버튼, 신분증"
\U00024C2,Ⓜ,"circle , circled M , M","원, 원 안에 M, M"
\U0001F195,🆕,"NEW , NEW button","새로운, 새로운 버튼"
\U0001F196,🆖,"NG , NG button","NG, NG 버튼"
\U0001F17E,🅾,"blood type , O , O button (blood type)","혈액형, O, O 버튼"
\U0001F197,🆗,"OK , OK button","OK, OK 버튼"
\U0001F17F,🅿,"P , P button , parking","P, P 버튼, 주차"
\U0001F198,🆘,"help , SOS , SOS button","도움말, SOS, SOS 버튼"
\U0001F199,🆙,"mark , UP , UP! , UP! button","마크, UP, UP!, UP! 버튼"
\U0001F19A,🆚,"versus , VS , VS button","대결, VS, VS 버튼"
\U0001F201,🈁,"“here” , Japanese , Japanese “here” button , katakana , ココ","여기, 일본어, 여기버튼, 가타카나"
\U0001F202,🈂,"“service charge” , Japanese , Japanese “service charge” button , katakana , サ","서비스 요금, 일본어, 일본어 서비스 요금 버튼, 가타카나"
\U0001F237,🈷,"“monthly amount” , ideograph , Japanese , Japanese “monthly amount” button , 月","월간액, 한자, 일본어, 일본어 월간액 버튼"
\U0001F236,🈶,"“not free of charge” , ideograph , Japanese , Japanese “not free of charge” button , 有","무료 아님, 한자, 일본어, 일본어 무료 아님 버튼"
\U0001F22F,🈯,"“reserved” , ideograph , Japanese , Japanese “reserved” button , 指","예약됨, 한자, 일본어, 일본어 예약됨 버튼"
\U0001F250,🉐,"“bargain” , ideograph , Japanese , Japanese “bargain” button , 得","특가 상품, 한자, 일본어, 일본어 특가 상품 버튼"
\U0001F239,🈹,"“discount” , ideograph , Japanese , Japanese “discount” button , 割","할인, 한자, 일본어, 일본어 할인 버튼"
\U0001F21A,🈚,"“free of charge” , ideograph , Japanese , Japanese “free of charge” button , 無","무료, 한자, 일본어, 일본어 무료 버튼"
\U0001F232,🈲,"“prohibited” , ideograph , Japanese , Japanese “prohibited” button , 禁","금지, 한자, 일본어, 일본어 금지 버튼"
\U0001F251,🉑,"“acceptable” , ideograph , Japanese , Japanese “acceptable” button , 可","허용 가능, 한자, 일본어, 일본어 허용 가능 버튼"
\U0001F238,🈸,"“application” , ideograph , Japanese , Japanese “application” button , 申","신청, 한자, 일본어, 일본어 신청 버튼"
\U0001F234,🈴,"“passing grade” , ideograph , Japanese , Japanese “passing grade” button , 合","합격, 한자, 일본어, 일본어 합격 버튼"
\U0001F233,🈳,"“vacancy” , ideograph , Japanese , Japanese “vacancy” button , 空","여유, 한자, 일본어, 일본어 여유 버튼"
\U0003297,㊗,"“congratulations” , ideograph , Japanese , Japanese “congratulations” button , 祝","축하합니다, 한자, 일본어, 일본어 축하합니다 버튼"
\U0003299,㊙,"“secret” , ideograph , Japanese , Japanese “secret” button , 秘","비밀, 한자, 일본어, 일본어 비밀 버튼"
\U0001F23A,🈺,"“open for business” , ideograph , Japanese , Japanese “open for business” button , 営","영업중, 한자, 일본어, 일본어 영업중 버튼"
\U0001F235,🈵,"“no vacancy” , ideograph , Japanese , Japanese “no vacancy” button , 満","만실, 한자, 일본어, 일본어 만실 버튼"
\U0001F534,🔴,"circle , geometric , red","원, 기하학적, 빨간색 원, 빨간색, 빨강"
\U0001F7E0,🟠,"circle , orange","원, 주황색"
\U0001F7E1,🟡,"circle , yellow","원, 노랑색"
\U0001F7E2,🟢,"circle , green","원, 초록색"
\U0001F535,🔵,"blue , circle , geometric","파랑색, 원, 기하학적"
\U0001F7E3,🟣,"circle , purple","원, 보라색"
\U0001F7E4,🟤,"brown , circle","갈색, 원"
\U00026AB,⚫,"black circle , circle , geometric","검은색 원, 원, 기하학적"
\U00026AA,⚪,"circle , geometric , white circle","원, 기하학적, 흰색 원"
\U0001F7E5,🟥,"red , square","빨간색, 사각형"
\U0001F7E7,🟧,"orange , square","주황색, 사각형"
\U0001F7E8,🟨,"square , yellow","사각형, 노랑색"
\U0001F7E9,🟩,"green , square","초록색, 사각형"
\U0001F7E6,🟦,"blue , square","파랑색, 사각형"
\U0001F7EA,🟪,"purple , square","보라색, 사각형"
\U0001F7EB,🟫,"brown , square","갈색, 사각형"
\U0002B1B,⬛,"black large square , geometric , square","검은색 큰 사각형, 기하학적, 사각형"
\U0002B1C,⬜,"geometric , square , white large square","기하학적, 사각형, 흰색 큰 사각형"
\U00025FC,◼,"black medium square , geometric , square","검은색 중간 사각형, 기하학적, 사각형"
\U00025FB,◻,"geometric , square , white medium square","기하학적, 사각형, 흰색 중간 사각형"
\U00025FE,◾,"black medium-small square , geometric , square","검은색 중소 사각형, 기하학적, 사각형"
